32fparu,12/4/2018,2:06:40 PM,1,2,m,1,0.9186488470004406
32fparu,12/4/2018,2:06:40 PM,2,1,o,0,1.5519602999265771
32fparu,12/4/2018,2:06:40 PM,3,0,x,3,1.1021594393823761
32fparu,12/4/2018,2:06:40 PM,4,2,x,3,0.6348584750085138
32fparu,12/4/2018,2:06:40 PM,5,1,w,2,0.8180396953830495
32fparu,12/4/2018,2:06:40 PM,6,0,m,1,0.6695288440678269
