33friru,12/4/2018,2:12:40 PM,1,0,3,x,0.7516805670165922
33friru,12/4/2018,2:12:40 PM,2,2,3,x,0.6182816391810775
33friru,12/4/2018,2:12:40 PM,3,1,0,0,0.7015819653461222
33friru,12/4/2018,2:12:40 PM,4,1,2,2,0.48482066253200173
33friru,12/4/2018,2:12:40 PM,5,0,1,-999,-999
33friru,12/4/2018,2:12:40 PM,6,2,1,1,0.9856018713617232
