24mbhav,12/4/2018,3:11:44 PM,1,2,0,0,2.0532518954132684
24mbhav,12/4/2018,3:11:44 PM,2,0,2,2,1.2172786874580197
24mbhav,12/4/2018,3:11:44 PM,3,2,2,2,0.7519254966173321
24mbhav,12/4/2018,3:11:44 PM,4,0,0,0,0.7839809505385347
24mbhav,12/4/2018,3:11:44 PM,5,1,3,3,0.8686220913368743
24mbhav,12/4/2018,3:11:44 PM,6,1,1,1,1.0850960100651719
